y,x1,x2,x3,x4,x5,x6
-1.2901,-0.06109,-0.21047,-0.00055897,0.39431,0.096369,-0.7383
0.18728,0.055985,0.25095,0.011987,0.13114,0.2112,-0.38458
-1.6049,-0.07053,-0.6163,-0.040567,0.3737,0.057203,-0.586
-0.61131,0.012059,-0.029709,0.0058814,0.069965,-0.090648,0.72657
-1.3645,0.06952,0.034724,-0.0010576,-0.010354,-0.069037,-0.48118
-1.1026,-0.049219,-0.76763,-0.049713,0.3111,-0.0017258,-0.21468
0.57121,-0.082924,-0.48831,-0.0062903,0.008475,-0.15688,0.61431
-0.14236,0.036973,-0.12883,-0.0075834,0.13634,0.12478,-1.1026
0.88378,0.01534,0.16779,-0.014628,0.056763,0.028633,0.84182
-1.1215,-0.043393,-0.39136,0.0037308,0.098149,0.095941,-1.0608
2.0175,-0.074109,-0.28571,-0.044486,0.3294,0.28839,-0.28004
0.40962,0.053308,0.41371,-0.0094663,0.091032,0.13478,-0.18905
0.58698,-0.010592,0.071237,-0.011632,0.044617,0.0043054,0.14672
0.25625,-0.019012,0.11813,0.034234,-0.047266,0.046397,-0.55505
0.96937,-0.052089,-0.50607,-0.039074,0.067998,-0.12144,0.51475
-0.55107,-0.058044,-0.20085,-0.026539,0.23453,0.29859,-0.68993
2.0771,0.039202,0.59726,0.027258,-0.39989,-0.0092943,0.14816
0.83072,0.089203,0.53229,0.016993,0.097752,0.058846,-0.16091
-1.4059,0.027274,-0.19933,-0.011074,0.31892,-0.13897,0.10659
-1.3395,0.061965,0.34022,0.038581,-0.61903,-0.17983,0.24546
1.7376,-0.016664,0.33236,-0.0021339,0.18642,0.046225,-0.24825
1.9537,-0.042236,-0.023206,-0.0097109,0.20305,0.25825,-0.36166
-0.32401,0.033508,0.17176,0.00067856,-0.24644,-0.099844,0.24335
-0.57557,0.013461,0.055994,0.011495,-0.086072,-0.013612,0.31422
0.30146,0.022819,0.1985,0.00038022,-0.02094,-0.079234,0.23481
-0.65763,0.047156,0.036143,0.013374,-0.20191,0.091741,-0.21289
0.77107,-0.053587,-0.52393,-0.024786,0.072182,0.066061,-0.43926
-2.3346,-0.013291,-0.35894,-0.02838,0.17292,0.010299,-0.4335
0.38959,-0.016442,0.16045,0.011826,-0.35995,-0.065387,0.88287
-1.7721,-0.041537,0.065285,0.018631,-0.33144,-0.13635,-0.06733
2.2581,0.045592,0.10337,0.0025061,0.049364,-0.08636,0.67987
-0.81819,-0.083132,-0.13671,-0.018731,0.12359,-0.097468,-0.082189
0.42331,0.074892,0.41216,0.059301,-0.25469,-0.15187,0.079447
1.484,0.043881,0.35459,0.014454,-0.37401,-0.059731,-0.19414
0.58946,0.02767,0.20568,-0.015166,-0.041574,-0.085255,0.48483
0.95415,0.069098,0.43068,-0.018577,-0.050465,0.076504,0.20766
0.98472,-0.0048355,0.32967,-0.0094684,0.39169,0.17639,-0.28065
-1.637,-0.068438,-0.11446,0.028787,-0.35046,-0.13152,0.20766
0.6798,-0.040049,-0.66703,0.0049852,0.26497,0.086888,-0.74686
-1.9445,-0.080164,-0.48358,-0.0070462,0.30169,-0.16353,0.48915
0.36578,0.018023,-0.032064,-0.0091966,0.11263,0.19738,0.16905
0.2484,-0.0012247,0.3207,0.034189,-0.082424,-0.10256,0.28939
-0.13109,0.041717,0.35987,0.02445,-0.17022,-0.001695,0.092397
2.4845,0.031778,0.33982,0.015771,0.012344,-0.11819,0.5554
-0.75341,-0.039452,0.18414,-0.039524,0.35214,0.11276,-0.64163
-0.84829,0.079715,0.16296,-0.028393,0.12665,0.010848,-0.41776
-0.8375,-0.041622,-0.51073,-0.019896,0.2268,0.018108,0.54546
-1.021,0.018125,-0.090562,-0.0073156,-0.0014264,-0.02379,-0.030838
0.95408,0.019068,0.073064,0.0081006,0.13412,-0.012459,-1.2509
0.5371,0.0070396,0.34437,0.041851,-0.024299,0.054329,0.33367
-1.0556,-0.085729,-0.31149,0.00033917,0.15909,0.16058,-0.43137
0.8251,0.0044602,0.128,0.0015734,0.25049,0.34477,-0.63987
0.60677,-0.032186,0.11393,-0.0046662,0.26754,0.16972,-0.59602
-0.93823,-0.040585,-0.13115,-0.018268,0.040552,0.15384,-0.78512
-0.88699,-0.0077873,0.14973,0.037333,-0.57588,-0.19847,0.14493
0.58904,-0.028431,0.085712,0.0058185,0.14235,0.26728,-0.011724
0.36327,0.012949,-0.10217,-0.012745,0.17185,0.11017,-0.63834
-1.8996,-0.047803,-0.76963,-0.056621,0.33226,-0.03743,0.10613
1.6841,0.013731,-0.011173,-0.0105,0.053569,0.21875,-0.61499
-0.987,0.0024211,-0.096588,-0.029622,0.24622,0.015739,0.14748
1.1241,-0.025196,-0.17875,-0.014481,0.25653,0.031476,-0.29184
-0.26174,-0.02592,-0.076149,0.00063376,-0.31527,0.057634,0.031678
-0.82584,-0.002892,-0.37109,-0.0036535,-0.14516,0.039514,-0.54451
0.49933,0.045707,0.061842,-0.0026998,0.023111,0.040202,0.7796
-0.49463,0.076999,0.39657,0.010601,-0.39207,-0.071028,0.5125
1.2457,0.06005,0.22526,-0.00018803,0.21362,0.18498,-0.26224
1.3305,-0.042668,-0.2488,-0.014527,0.42303,-0.0014442,0.05564
-0.90071,-0.051256,-0.43428,-0.017112,-0.13866,-0.1085,0.26598
1.0049,-0.0094795,-0.16006,0.013045,-0.17082,-0.15514,0.46296
0.38715,0.050529,0.19016,-0.026605,0.07673,0.27501,-0.33666
0.51102,0.065665,0.19874,0.028782,0.31868,0.15872,-0.37917
-1.6696,-0.022573,-0.35679,-0.0026177,0.0012849,-0.22361,0.36475
0.87247,-0.035988,-0.17894,0.0033543,0.19253,-0.10166,-0.29876
-0.25319,-0.010362,0.050108,0.0092567,0.34325,-0.082672,-0.079554
-1.072,0.011526,-0.24023,0.020466,-0.25164,-0.23136,0.25659
-2.0455,-0.044632,-0.1283,-0.021514,-0.010313,-0.051139,-0.17745
-1.3126,0.06406,0.19357,0.017669,-0.14436,-0.10244,-0.27521
-1.1098,-0.091591,-0.087925,-0.0020686,-0.096227,-0.064889,-0.17424
-1.1147,0.033423,-0.15446,-0.015839,0.013322,-0.084281,0.12441
-0.78039,-0.024716,0.14793,0.02613,-0.18899,-0.14202,0.6664
0.60024,-0.084492,-0.52855,-0.034329,0.41369,0.24651,-0.21472
1.3194,-0.04264,-0.10808,-0.0040306,-0.015545,0.035567,-0.25223
2.0501,0.028472,0.67094,0.022906,-0.063597,-0.13597,0.2154
-0.84221,-0.003979,0.40358,0.038019,-0.17724,-0.2128,0.80192
-1.4335,-0.15196,-0.52356,-0.032142,0.034531,0.026651,0.14535
-0.97216,0.03279,0.41827,0.03385,-0.18399,-0.091126,-0.030164
-0.12212,0.0056333,-0.0024046,-0.011046,-0.096937,-0.017592,0.12956
0.68189,0.063735,0.39667,-0.0017029,0.013187,-0.068205,0.74074
-1.2395,-0.015723,-0.031765,-0.024376,-0.11815,-0.087333,0.10232
0.68234,0.10362,0.57977,0.062034,-0.16981,-0.10718,0.56928
2.2927,-0.00577,0.016135,0.00072454,0.20729,0.11027,0.085008
-1.4823,0.040238,-0.35384,-0.025609,-0.082243,-0.019292,0.13105
-1.2294,0.042876,0.10523,0.027511,-0.30854,-0.0116,-0.49757
0.91003,-0.016239,0.1605,0.032293,-0.28727,-0.16297,0.28573
-0.76109,-0.050639,-0.25586,-0.012339,0.12058,-0.074254,-0.21614
-0.19046,0.09881,0.30446,0.020527,0.06519,-0.18918,-0.16252
-0.62817,0.04415,-0.12874,-0.032459,0.31155,0.10203,-0.16722
-2.1919,-0.0049551,-0.0061509,0.0071649,-0.13418,-0.14093,-0.033568
-1.44,0.043606,0.20809,0.0018259,-0.021468,-0.10398,-0.24344
0.29831,0.0019922,-0.27833,-0.023748,0.3365,0.12454,-0.11495
-1.3024,0.03911,0.18374,0.022641,-0.5426,0.032624,-0.15051
2.7194,0.041122,0.64521,0.060085,-0.20677,-0.14411,0.55056
-0.27388,-0.038435,-0.089553,-0.0036363,0.10051,-0.1656,0.43028
1.5868,0.03442,0.40189,-0.0125,0.20985,0.045525,-0.67052
-2.249,-0.01389,0.068594,0.0013515,-0.28124,-0.11659,0.0032342
0.23311,0.024274,-0.21034,-0.01624,0.32099,0.20202,-0.78428
0.33451,-0.0075353,-0.16393,-0.017856,0.43929,0.23666,-0.82718
-0.7901,-0.044304,-0.24184,0.0094836,-0.13511,-0.076784,-0.1891
0.455,-0.050475,-0.065101,-0.013314,0.29527,-0.00064085,0.053983
1.1387,0.037734,0.022157,0.013271,0.29965,0.2077,-0.30135
0.41409,0.044746,0.071184,-0.012975,0.18424,0.041194,-0.31824
-1.7415,0.025296,0.3419,0.036539,-0.46332,-0.19827,-0.31445
1.1863,-0.073282,-0.19076,0.0079615,-0.28888,-0.03435,0.58035
0.28058,0.074546,0.52094,-0.0013525,-0.078735,0.0089289,0.40579
0.53686,-0.02052,-0.30387,-0.030766,0.11621,0.03504,0.85362
-0.25588,-0.029212,-0.16347,0.0074655,0.31495,0.20914,-0.66929
-0.70803,-0.015293,0.094067,0.016634,-0.40058,-0.16967,0.022022
0.11642,0.023758,-0.34032,-0.042691,0.17163,0.22779,-0.62178
-1.1143,0.059377,0.31398,0.032691,-0.47626,-0.18361,0.35813
0.58094,-0.00080788,0.21602,-0.027105,0.3009,0.21393,-0.21969
0.69717,0.092595,0.34987,0.016682,0.04665,0.25873,-0.86542
-1.1037,-0.06976,-0.332,-0.024404,-0.0032751,0.019,-0.25841
0.36645,0.026363,-0.029877,-0.036297,0.27185,0.14321,-0.040069
-0.97443,-0.047691,-0.71801,-0.053672,0.1927,0.16804,-0.15681
0.25109,-0.027439,0.089664,-0.021401,0.089065,-0.031698,0.10524
0.12878,-0.10113,-0.40593,-0.030382,0.31511,0.11422,0.022638
-1.1939,-0.029932,-0.36524,0.03008,-0.21251,0.063538,-0.79721
-2.9438,-0.031665,-0.46919,-0.023309,0.156,-0.079479,-0.67116
-1.7701,-0.0214,0.15566,-0.014743,-0.0039899,-0.13197,-0.46413
-0.88497,-0.013639,-0.024266,0.02458,-0.58991,-0.17385,0.37128
0.079774,-0.019478,0.31927,0.0071737,0.034083,-0.06462,-0.1179
-1.3604,-0.0063659,-0.12718,0.0021001,-0.04647,-0.11793,0.35394
-0.81457,-0.018938,0.22577,0.0062148,-0.13916,-0.064028,0.26787
1.3667,-0.0026714,-0.37668,-0.0014842,0.12499,0.018439,0.22073
0.70255,0.022304,0.21008,-0.0065852,-0.15799,-0.20738,1.3506
-1.3094,0.032513,-0.14648,0.0058854,-0.16084,-0.043131,-0.11608
2.3152,0.086682,0.27816,0.023013,-0.6198,0.029773,0.44099
-1.4099,-0.029744,-0.033832,1.21E-05,-0.07052,-0.016412,-0.048746
1.1735,0.034188,0.34082,0.01801,-0.18692,-0.10151,-0.23613
-1.311,0.017205,-0.188,0.042129,-0.23351,-0.10514,0.28524
0.37545,0.036144,0.74356,0.036544,0.032037,-0.018199,0.061573
1.2779,0.066267,0.27393,-0.0043813,0.17264,0.17997,-0.31975
-0.58793,0.06986,0.3574,0.027914,-0.19504,0.022077,-0.12231
-0.2062,-0.059091,-0.67719,-0.052992,0.42387,0.20363,-0.25465
0.4467,0.035893,-0.28676,-0.011164,0.12823,0.16899,-0.30036
-0.20463,0.0042262,-0.049258,0.040797,-0.16362,-0.18445,0.57652
-1.2373,-0.059431,0.20216,0.029361,-0.44597,-0.16933,0.069979
-1.0396,0.0304,0.21436,0.0068389,-0.33203,-0.078559,-0.32755
-0.84312,-0.056289,-0.31048,-0.064451,0.48896,0.082264,0.029829
-0.094893,0.05865,0.091675,-0.0030994,0.12473,-0.084605,0.49159
-1.2795,-0.007471,-0.35462,-0.025364,-0.13797,0.019605,-0.55485
-1.3186,-0.033381,-0.19565,0.011102,-0.24966,0.075415,-0.12157
-0.14435,0.010074,-0.097595,-0.034978,0.14713,0.10997,0.20257
0.85163,0.021922,0.36079,0.0014503,0.34681,-0.058299,0.63368
0.78573,0.040652,0.027499,0.0054984,-0.075432,0.034932,0.11317
2.1032,0.071723,0.11733,0.029912,-0.31513,-0.078098,0.59116
-1.2204,-0.06562,-0.37136,-0.046147,0.31096,-0.088482,-0.17697
1.7819,-0.038723,-0.060307,-0.052502,0.48304,0.23227,-0.47063
0.71285,-0.024733,0.06108,0.014666,-0.48447,-0.051189,-0.066466
-1.0214,0.016944,0.090693,0.016312,-0.23245,-0.12095,0.21439
-0.85076,0.0018826,0.08844,0.0096378,-0.26629,-0.12413,0.7145
-0.34335,-0.019979,-0.18838,0.0091413,-0.1703,0.0027864,0.24347
1.3199,-0.051542,-0.080882,-0.032446,0.14957,0.053302,-0.25171
-1.0981,-0.0047737,0.052444,0.030587,-0.51829,-0.22606,0.38148
-0.42136,0.0043295,0.25744,0.030461,-0.31933,-0.075743,0.041785
2.2098,0.11262,0.57169,0.032089,-0.20549,-0.096529,-0.17781
-0.10885,-0.035577,0.051972,-0.01188,0.303,0.031835,-0.42432
-1.9558,0.006802,-0.12512,-0.0056768,-0.26452,-0.013292,-0.29557
1.1567,0.012765,-0.48944,-0.041156,0.23706,0.16984,-0.49862
1.7169,-0.027868,-0.69398,-0.059822,0.37712,0.15408,0.094324
1.1162,0.078313,0.095035,-0.014048,0.22373,0.10576,0.18638
-0.67362,-0.022838,-0.26351,-0.019905,0.22748,0.066748,-0.5232
0.80706,-0.026885,0.050228,0.0042537,-0.12016,-0.17749,0.41165
0.95055,0.012843,-0.077498,-0.0013663,0.19007,0.2571,-0.026781
-2.0169,0.026843,0.49565,0.058723,-0.81761,-0.26133,0.24297
0.83223,-0.034891,-0.24244,0.01606,-0.2075,-0.28404,0.88019
-0.60817,0.00073553,0.055084,-0.0080646,0.046241,-0.069298,0.48692
-0.46722,0.050047,0.47832,0.026897,-0.45802,0.016046,-0.70041
-0.70957,-0.056222,-0.14539,-0.0087404,0.31745,0.072963,-0.092061
-0.23409,-0.0265,-0.15754,-0.026808,-0.11116,0.0048444,-0.0016899
0.84235,0.018587,-0.10778,0.0022377,-0.19241,-0.22719,0.4512
-0.92295,-0.027254,-0.39564,-0.046075,0.41787,0.21794,-1.099
-1.8425,0.035447,-0.23284,-0.010895,0.027981,0.11684,-1.4261
1.2855,0.049127,0.71854,0.046129,0.089949,-0.052401,0.13439
1.2522,0.022333,-0.08484,0.071305,-0.63827,-0.067323,0.06956
0.71449,0.030931,0.60188,0.061352,-0.29037,0.0064959,0.44989
1.4492,0.10522,-0.0020794,-0.010067,0.078746,0.25083,-0.35432
0.45748,-0.018481,-0.5463,-0.02294,0.36196,0.039966,0.42052
1.4442,0.034102,0.30419,0.02293,-0.33933,-0.16853,0.35837
-1.1127,-0.011538,-0.27441,-0.06244,0.25439,0.11516,-0.43524
-0.88137,-0.16368,-1.0022,-0.080559,0.33946,0.18774,-0.034649
-0.32736,0.052928,0.6051,0.046395,-0.19007,0.034986,-0.53696
-0.97241,-0.0013848,-0.24356,0.0053724,-0.23707,0.074498,-0.25342
0.64545,-0.022058,-0.42851,-0.054667,0.40798,0.23303,-0.054403
-2.07,-0.064111,-0.6413,-0.040463,0.1943,0.33843,-1.2753
0.56405,0.0048108,-0.33588,-0.013672,0.30008,0.16445,-0.45222
0.54967,0.03856,0.31875,0.039504,-0.36197,-0.06079,0.36374
0.5355,0.023799,0.052899,0.013778,0.14844,0.16019,-0.92155
2.0052,0.052211,0.30621,0.018024,0.02217,0.1093,-0.41052
0.48537,0.033582,0.21923,0.023941,-0.27135,-0.031501,0.46039
0.39434,0.046742,0.17327,0.00014143,0.22446,0.15313,-0.16998
0.59864,-0.017612,-0.25703,-0.026229,-0.33875,-0.042868,0.25275
1.4778,0.083798,0.32874,0.0090105,0.15918,0.17523,-0.4854
-0.54409,-0.033782,0.069361,0.021007,0.021124,0.10342,0.12605
0.24595,0.0089622,0.54286,0.00043773,0.03351,0.012419,0.42343
2.1266,0.070566,0.44554,0.028031,-0.042808,-0.14896,0.38397
-0.6673,0.0057765,0.185,-0.014304,-0.10103,0.091958,-0.23314
0.30708,0.053696,0.37318,0.01871,-0.38612,-0.091516,0.24834
-0.45396,0.024471,0.12493,0.014189,-0.26482,-0.11948,0.23971
2.3707,0.030409,0.19523,0.017808,0.02543,0.0036759,0.30017
-1.4488,-0.030383,-0.45229,0.010043,0.058343,0.014974,-0.66108
-0.87373,0.032052,0.42528,0.050973,-0.53324,-0.31435,0.029058
-0.59648,-0.0023291,-0.036945,0.0032902,-0.0098304,0.10557,-0.068598
0.76192,0.0040477,0.014142,-0.021433,0.26687,0.078573,0.63937
0.93317,0.028145,0.21869,0.022339,-0.43345,-0.034588,-0.78527
-0.83956,-0.0091868,-0.01646,0.020239,-0.29086,-0.26281,0.34048
2.8056,-0.038793,-0.090368,0.0038815,0.19904,0.27144,-0.13208
-0.42834,-0.0060167,-0.23717,0.010178,-0.02759,-0.1434,0.36396
-1.2856,-0.052816,-0.07061,-0.010393,-0.20807,0.063866,0.11589
0.073247,-0.012344,-0.21151,-0.034577,0.045202,0.091163,-0.27301
1.7709,0.038617,0.75556,0.012105,-0.011033,-0.026353,0.28838
-0.79861,-0.019182,0.15989,0.020084,-0.046451,-0.10301,0.018861
0.33765,0.023321,0.16108,0.018046,-0.33706,-0.10752,0.68211
0.078203,0.022063,0.021394,-0.014953,-0.028624,-0.030952,0.1557
-1.7741,0.0042754,-0.010705,0.014996,-0.52218,-0.25758,0.54043
0.94082,0.0012709,0.22767,0.0049878,-0.17875,-0.13671,-0.4274
-1.5929,-0.020306,-0.18221,-0.0092423,0.12322,-0.083215,0.12136
-0.70891,-0.01383,-0.011982,-0.024051,-0.0084685,-0.12858,0.52744
-1.3816,-0.07485,-0.35116,0.010653,0.003517,-0.030417,-0.15216
-1.7074,0.0045983,-0.066689,-0.016248,-0.1357,-0.23982,0.27651
-1.0659,-0.061472,0.042794,-0.017648,-0.089246,0.15414,-0.25891
0.92762,0.078116,0.59641,0.017657,-0.032758,0.040522,-0.013905
1.181,0.045396,-0.11135,-0.01029,0.035394,0.30136,-0.080626
-0.84424,0.0022358,0.010955,-0.017535,0.10551,0.1157,-0.30997
0.78486,0.019679,0.50293,0.025068,0.065669,-0.0099983,0.43403
-1.1399,-0.072301,-0.4948,-0.023973,-0.13284,0.023809,0.054493
-1.0027,-0.026943,-0.0010398,0.0065726,0.091187,0.0053707,0.081061
1.0439,0.084488,0.4642,0.018302,-0.077565,0.019091,0.28548
-1.3492,0.0038183,-0.21361,0.016672,-0.16969,0.0045636,-0.10544
0.768,0.053065,0.11069,-0.012463,0.3032,0.11971,0.15014
0.65983,-0.014215,0.26653,0.02339,-0.01085,-0.052863,0.23769
1.2341,0.091979,0.88632,0.028704,-0.078551,-0.040556,-0.063678
-1.3539,0.045583,0.52686,0.06018,-0.43185,-0.25466,0.36341
-1.1179,0.075271,0.20043,0.0073942,-0.30988,-0.058251,-0.14318
0.65327,-0.080948,-0.1924,-0.0026239,-0.15126,-0.018355,-0.12137
1.8869,0.046509,-0.11412,0.0063528,-0.049159,-0.089395,1.0336
-0.61355,0.019833,0.089007,-0.0045719,0.29483,0.11713,-0.11589
-0.88448,-0.067821,-0.31895,-0.036379,0.2377,0.061139,0.48373
-1.5855,-0.053348,-0.36077,-0.01585,0.044306,-0.086938,0.013984
1.017,0.037527,-0.24191,-0.0077922,-0.15077,-0.052427,0.17274
2.2709,-0.0076483,-0.058388,0.0033333,-0.023212,0.052953,0.42899
-0.27591,0.033793,0.26895,0.0052575,-0.27717,-0.17382,0.075508
-0.36719,-0.040985,-0.44574,-0.013108,0.10392,-0.024487,0.26696
2.1149,0.016827,-0.20643,-0.057343,0.31316,0.13192,0.057044
1.9299,0.036107,0.08539,0.028465,0.10718,0.11755,-0.56628
-0.046793,0.0026717,0.011746,0.019707,0.02208,-0.090903,0.48396
-2.0981,-0.0013752,0.24667,0.0072871,-0.45258,-0.10747,0.0020293
1.1971,0.02569,-0.13795,-0.020273,0.026044,-0.19037,0.35395
2.3606,0.069898,0.46829,0.046282,-0.28091,0.0082322,-0.16767
0.98263,-0.01227,-0.089997,-0.027638,0.25113,-0.31022,0.40808
1.5411,-0.065103,-0.65552,-0.063397,0.50442,0.24697,-0.51142
0.89136,0.020342,0.14931,0.034445,-0.68161,-0.19074,0.25262
-0.023196,-0.012324,-0.35528,-0.015561,0.25984,0.015901,0.07731
-2.368,-0.047515,0.00042663,-0.0085948,-0.27945,0.042834,-0.92696
2.0427,0.044457,-0.071819,-0.014816,0.017373,0.1168,-0.75192
0.46111,0.024338,-0.014878,-0.0056164,0.36198,0.21318,-0.19958
0.42691,-0.0063347,-0.3309,-0.031887,0.16974,0.14598,-0.12667
0.27154,0.042343,0.34533,0.03692,-0.27569,-0.083993,-0.26286
-0.76172,-0.027754,-0.11347,-0.036294,0.084211,0.10847,0.29415
0.67916,0.064243,0.064888,-0.0092195,-0.17434,0.051726,0.075048
-0.6399,0.0093605,0.33542,0.059808,-0.49671,-0.29928,0.53974
-1.3885,-0.051502,-0.56108,-0.0049571,0.08644,-0.027931,0.67564
-0.26352,0.018301,0.36832,0.0023513,-0.052849,-0.044655,0.036152
-0.8901,0.023219,0.13618,0.0048574,0.057849,0.13529,-0.73188
-0.86811,-0.042537,-0.31828,0.013263,-0.23598,-0.1446,0.2922
2.36,0.00035258,0.083281,0.0074657,0.22408,-0.037139,0.74583
1.0033,-0.030659,-0.15759,0.0085407,-0.25722,-0.17645,0.85796
-0.89464,0.012462,-0.14192,-0.0092965,-0.1827,0.060019,-0.97788
0.62067,-0.075064,-0.2983,-0.013423,-0.18234,0.02506,-0.20035
0.50489,-0.072491,-0.19114,-0.0334,0.16316,-0.0016298,-0.42219
0.81746,0.032977,0.13784,-0.022863,0.48988,0.25304,-0.54475
0.19915,-0.0015254,0.0029611,0.00052045,-0.16772,0.06759,-0.30856
-0.012621,-0.051598,-0.31915,-0.017408,0.17699,0.033636,0.53206
-1.916,-0.0677,-0.41988,-0.035486,0.001875,0.08492,-0.26595
-0.66986,-0.056202,-0.35841,-0.039938,0.089756,0.015924,-0.55258
2.5594,0.096031,0.29889,0.015159,0.067451,-0.04144,0.099682
-1.4142,-0.063385,0.067715,0.045413,-0.78394,-0.39487,1.5604
0.62674,-0.054446,-0.27642,-0.0066485,-0.14143,-0.14583,0.45554
0.9923,-0.015916,-0.31265,-0.012437,-0.011081,0.039757,-0.58037
-1.0913,0.025961,0.38996,0.03532,-0.68685,-0.048339,0.076985
-2.3366,-0.016312,0.18042,0.027114,-0.46573,-0.13259,0.011831
-0.52611,0.039748,0.26104,-0.010992,0.21484,-0.10253,0.10369
1.3754,-0.0012473,0.12931,-0.020647,0.23501,-0.061238,-0.27349
-0.50698,-0.053605,0.15855,0.0062362,0.21718,0.18019,-0.1134
-0.02114,-0.025644,0.037014,0.0045433,0.22574,0.15812,0.12428
0.49169,0.004052,0.17769,-0.0069537,0.5094,0.27686,-0.73458
0.9885,0.033646,0.5429,0.024954,-0.42901,-0.25244,0.3206
2.2774,0.0071048,0.0089706,-0.00051687,0.21048,0.1267,-0.051188
-1.1878,0.0077607,-0.18647,0.0084546,-0.098616,-0.012951,-0.76735
-1.1114,-0.023111,-0.31044,-0.033838,0.36163,0.075657,-1.1133
-0.36244,-0.044854,-0.54979,-0.034785,0.51102,0.25329,-0.36748
-2.3407,-0.031078,-0.31381,-0.0054049,-0.0083896,0.10863,-0.83802
-1.201,0.0029341,0.21397,0.027407,-0.18058,-0.0086925,-0.1232
2.4874,-0.029358,0.14733,0.0099127,0.19289,0.092993,0.24261
-0.42988,-0.0037468,-0.15765,-0.034854,0.40115,0.1688,-0.20703
-1.0178,0.075535,0.073213,0.040909,-0.20191,-0.086109,-0.38273
-1.1653,-0.040582,-0.3597,-0.0244,0.27571,0.087037,-1.1611
-0.17203,0.015529,0.064915,0.012679,-0.06508,-0.31976,1.0683
0.27695,-0.061292,-0.24224,-0.026251,0.44371,0.066464,0.15281
-0.65093,-0.082936,-0.32992,-0.016291,0.10339,-0.023877,-0.23745
1.7646,0.04901,0.35424,0.00256,-0.07272,-0.063988,0.27605
-1.5839,-0.068313,-0.94255,-0.043009,0.17111,0.12247,-0.27527
2.071,0.0032372,-0.16863,-0.02587,0.22379,0.10218,0.14701
-0.83191,0.025882,-0.085277,0.014279,-0.33804,-0.27848,0.41933
1.1585,-0.02572,-0.19453,0.040749,-0.15267,-0.13785,0.17803
-0.64032,-0.01708,0.032831,0.020812,-0.071302,0.0056193,0.32728
-1.9522,0.0080804,-0.21138,-0.0039595,-0.20727,-0.035956,-0.23334
1.9834,0.0080864,0.1816,0.00065126,-0.051526,-0.011566,0.3722
0.1832,0.011258,0.44152,0.041125,-0.34255,-0.051419,-0.0068388
-1.6789,-0.0028339,0.45105,0.056206,-0.49757,-0.14055,0.69866
-0.50025,0.0094748,-0.024352,-0.0099634,0.096271,0.065593,0.27711
2.2356,-0.022154,-0.027739,0.013518,0.40592,0.16122,-0.29187
0.88018,-0.0060508,0.11727,-0.013215,0.40339,0.1199,0.26383
2.435,0.046915,-0.041077,0.0045739,0.13841,0.27045,-0.85267
2.1853,0.06673,0.074697,-0.010692,0.16412,0.11296,-0.46689
2.0007,-0.017213,-0.029182,-0.0022751,-0.027676,0.023907,0.61186
1.5065,0.015869,-0.19122,-0.025887,0.15155,-0.15217,0.45836
0.70841,0.032722,0.13355,-0.0055764,0.36111,0.016664,0.40838
1.2208,0.020538,-0.30366,-0.016321,0.35413,0.2333,0.17117
1.0495,0.03889,0.50131,0.0050828,-0.060042,0.06687,0.25133
-0.86336,-0.088602,-0.22665,-0.02349,0.18574,0.18098,-0.53834
